ID,pct_spent_wine,pct_spent_fruit,pct_spent_meat,pct_spent_fish,pct_spent_sweet,cluster
5524,"0,41530412034009156","0,05755395683453238","0,3570961412688031","0,11249182472204054","0,05755395683453238",1
2174,"0,5238095238095238","0,047619047619047616","0,2857142857142857","0,09523809523809523","0,047619047619047616",1
4141,"0,5803814713896458","0,0667574931880109","0,17302452316076294","0,15122615803814715","0,02861035422343324",0
6182,"0,22916666666666663","0,08333333333333333","0,4166666666666667","0,20833333333333334","0,0625",1
5324,"0,4250614250614251","0,10565110565110565","0,28992628992628994","0,11302211302211303","0,06633906633906633",1
7446,"0,7407407407407407","0,05982905982905983","0,1396011396011396","0,0","0,05982905982905983",0
965,"0,41740674955595025","0,11545293072824156","0,2912966252220249","0,08880994671403197","0,08703374777975133",1
6177,"0,5205479452054794","0,0684931506849315","0,3835616438356164","0,02054794520547945","0,00684931506849315",1
4855,"0,3181818181818182","-6,938893903907228e-18","0,5454545454545454","0,06818181818181818","0,06818181818181818",1
5899,"0,7777777777777778","-6,938893903907228e-18","0,16666666666666666","0,02777777777777777","0,027777777777777776",0
1994,"0,2777777777777778","0,2777777777777778","0,3333333333333333","0,0","0,1111111111111111",2
387,"0,1333333333333333","0,35555555555555557","0,24444444444444444","0,24444444444444444","0,022222222222222227",3
2125,"0,18097014925373134","0,05690298507462686","0,4477611940298508","0,20988805970149255","0,1044776119402985",1
8180,"0,7871621621621622","0,006756756756756757","0,17905405405405406","0,010135135135135143","0,016891891891891893",0
2569,"0,07317073170731708","0,34146341463414637","0,4146341463414634","0,14634146341463414","0,024390243902439025",2
2114,"0,7921259842519685","0,01732283464566929","0,09055118110236221","0,046456692913385826","0,05354330708661417",0
9736,"0,5760869565217391","0,05434782608695652","0,20652173913043478","0,021739130434782608","0,14130434782608697",0
4939,"0,2906574394463668","0,01730103806228374","0,1314878892733564","0,5190311418685121","0,04152249134948097",3
6565,"0,6301369863013698","0,049813200498132","0,31008717310087175","0,0","0,0099626400996264",0
2278,"0,04255319148936171","0,18085106382978725","0,20212765957446807","0,3191489361702128","0,2553191489361702",3
9360,"0,3208955223880597","0,00746268656716418","0,27238805970149255","0,2574626865671642","0,1417910447761194",3
5376,"0,0005783689994216523","0,0005783689994216315","0,9976865240023135","0,0005783689994216246","0,0005783689994216315",1
1993,"0,9097586568730325","-6,938893903907228e-18","0,09024134312696747","0,0","0,0",0
4047,"0,712430426716141","-6,938893903907228e-18","0,18923933209647495","0,03896103896103896","0,059369202226345084",0
1409,"0,782608695652174","0,008695652173913042","0,07826086956521738","0,11304347826086956","0,017391304347826077",0
7892,"0,09677419354838712","0,06451612903225806","0,4032258064516129","0,24193548387096775","0,1935483870967742",3
2404,"0,8009259259259259","0,018518518518518517","0,1388888888888889","0,013888888888888895","0,027777777777777776",0
5255,"0,018181818181818132","0,003636363636363639","0,010909090909090924","0,01090909090909091","0,9563636363636364",2
9422,"0,2975206611570248","0,01652892561983471","0,34710743801652894","0,1652892561983471","0,17355371900826447",1
1966,"0,4090909090909091","0,05980861244019139","0,47906698564593303","0,012559808612440188","0,039473684210526314",1
6864,"0,3076923076923077","0,15384615384615385","0,38461538461538464","0,07692307692307693","0,07692307692307693",1
3033,"0,4890829694323144","0,07423580786026202","0,19213973799126638","0,14847161572052403","0,09606986899563319",1
5710,"0,9401709401709402","-6,938893903907228e-18","0,04273504273504278","0,01709401709401709","0,0",0
7373,"0,37065637065637064","0,04633204633204633","0,37065637065637064","0,1274131274131274","0,08494208494208494",1
8755,"0,41056218057921634","0,028960817717206135","0,40119250425894376","0,10136286201022146","0,05792163543441227",1
10738,"0,6451612903225806","-6,938893903907228e-18","0,3064516129032258","0,03225806451612903","0,016129032258064516",0
4339,"0,7995444191343963","0,0193621867881549","0,17198177676537585","0,0","0,009111617312072898",0
10755,"0,1333333333333333","0,06666666666666667","0,3111111111111111","0,3333333333333333","0,15555555555555556",3
8595,"0,873015873015873","-6,938893903907228e-18","0,09523809523809523","0,03174603174603174","0,0",0
2968,"0,5081395348837209","0,009302325581395349","0,23953488372093024","0,18604651162790697","0,056976744186046514",1
8601,"0,32559938128383603","0,05877803557617943","0,41453982985305493","0,0634184068058778","0,13766434648105183",1
503,"0,2826086956521739","0,021739130434782608","0,6304347826086957","0,06521739130434782","0,0",1
8430,"0,47368421052631576","-6,938893903907228e-18","0,3157894736842105","0,15789473684210525","0,05263157894736842",1
7281,"0,5510204081632653","0,07482993197278912","0,3401360544217687","0,020408163265306117","0,01360544217687075",1
2139,"0,15789473684210525","0,05263157894736842","0,5263157894736842","0,15789473684210525","0,10526315789473684",1
1371,"0,15185185185185185","0,20246913580246917","0,32839506172839505","0,2802469135802469","0,037037037037037035",3
9909,"0,041666666666666685","0,25","0,19444444444444445","0,20833333333333334","0,3055555555555556",2
7286,"0,30952380952380953","0,14285714285714285","0,35714285714285715","0,07142857142857142","0,11904761904761904",1
7244,"0,41025641025641024","0,042735042735042736","0,41025641025641024","0,05128205128205128","0,08547008547008547",1
6566,"0,644808743169399","0,039032006245121","0,24746291959406713","0,039032006245121","0,029664324746291965",0
8614,"0,4969574036511156","0,038539553752535496","0,2535496957403651","0,07505070993914807","0,1359026369168357",1
4114,"0,3913305237808549","0,022275737507525588","0,4695966285370259","0,016255267910897042","0,10054184226369657",1
1331,"0,17391304347826086","0,08695652173913043","0,2898550724637681","0,43478260869565216","0,014492753623188408",3
2225,"0,3706395348837209","0,0872093023255814","0,3997093023255814","0,11337209302325581","0,02906976744186046",1
9381,"0,6599597585513078","0,018108651911468814","0,24949698189134809","0,02414486921529175","0,0482897384305835",0
6260,"0,5568760611205433","0,028862478777589132","0,24448217317487267","0,10186757215619695","0,06791171477079797",0
10383,"0,2801519468186135","0,03323836657169991","0,4577397910731244","0,11490978157644824","0,11396011396011396",1
7437,"0,5416666666666666","-6,938893903907228e-18","0,3333333333333333","0,08333333333333333","0,041666666666666664",1
8557,"0,275","0,075","0,55","0,05","0,05",1
8375,"0,9410526315789474","-6,938893903907228e-18","0,05894736842105264","0,0","0,0",0
6853,"0,524300441826215","0,019145802650957285","0,3961708394698085","0,0508100147275405","0,009572901325478646",1
3076,"0,7458745874587459","0,0297029702970297","0,16831683168316833","0,026402640264026403","0,0297029702970297",0
1012,"0,7314685314685314","0,009790209790209795","0,1874125874125874","0,05174825174825175","0,019580419580419582",0
6518,"0,91","-6,938893903907228e-18","0,08000000000000002","0,0","0,010000000000000009",0
4137,"0,38049713193116635","0,03824091778202677","0,3508604206500956","0,11376673040152964","0,11663479923518165",1
8082,"0,05263157894736842","0,15789473684210525","0,3157894736842105","0,15789473684210525","0,3157894736842105",2
1386,"0,9090909090909091","-6,938893903907228e-18","0,09090909090909091","0,0","0,0",0
9369,"0,5566343042071198","0,011326860841423952","0,25","0,16262135922330098","0,01941747572815533",0
4477,"0,4540441176470588","0,0900735294117647","0,2922794117647059","0,012867647058823525","0,15073529411764705",1
1357,"0,5748824714573539","0,039623908663532575","0,3270651443922095","0,03895231699126931","0,019476158495634652",1
1402,"0,3996776792908944","0,029008863819500404","0,370668815471394","0,1522965350523771","0,048348106365834004",1
10629,"0,2717391304347826","0,032608695652173905","0,4673913043478261","0,18478260869565216","0,043478260869565216",1
6312,"0,33204633204633205","0,1377091377091377","0,3745173745173745","0,10810810810810811","0,047619047619047616",1
8132,"0,8800623052959502","0,009345794392523366","0,10124610591900313","0,0","0,009345794392523366",0
1050,"0,25","0,17857142857142858","0,23214285714285715","0,07142857142857142","0,26785714285714285",2
5846,"0,16666666666666663","0,08333333333333333","0,5","0,16666666666666666","0,08333333333333333",1
1859,"0,38514957264957267","0,05929487179487179","0,49412393162393164","0,05181623931623932","0,009615384615384616",1
7503,"0,4782205746061168","0,04865616311399444","0,36098239110287306","0,06348470806302131","0,04865616311399444",1
10401,"0,1111111111111111","-6,938893903907228e-18","0,5555555555555556","0,0","0,3333333333333333",1
1618,"0,9001560062402496","-6,938893903907228e-18","0,0998439937597504","0,0","0,0",0
3332,"0,43243243243243246","0,02702702702702703","0,4594594594594595","0,0472972972972973","0,033783783783783786",1
2261,"0,3333333333333333","0,08333333333333333","0,4166666666666667","0,16666666666666666","0,0",1
5346,"0,44642857142857145","0,08928571428571429","0,3392857142857143","0,125","0,0",1
4119,"0,4890829694323144","0,07423580786026202","0,19213973799126638","0,14847161572052403","0,09606986899563319",1
535,"0,23219373219373218","0,03276353276353276","0,603988603988604","0,038461538461538464","0,09259259259259259",1
5268,"0,32075471698113206","0,1509433962264151","0,2641509433962264","0,18867924528301888","0,07547169811320754",3
273,"0,8904109589041096","-6,938893903907228e-18","0,1095890410958904","0,0","0,0",0
4452,"0,863905325443787","0,01775147928994083","0,10946745562130178","0,0","0,008875739644970418",0
8504,"0,28665028665028663","0,04914004914004914","0,46519246519246515","0,09009009009009009","0,10892710892710893",1
771,"0,7219251336898396","0,0481283422459893","0,20855614973262032","0,021390374331550804","0,0",0
8996,"0,41818181818181815","0,07636363636363637","0,3490909090909091","0,0890909090909091","0,06727272727272728",1
9235,"0,4117647058823529","-6,938893903907228e-18","0,47058823529411764","0,11764705882352941","0,0",1
5798,"0,46018614270941055","0,038262668045501554","0,37125129265770423","0,10134436401240951","0,028955532574974144",1
11178,"0,5357142857142857","0,07142857142857142","0,35714285714285715","0,0","0,03571428571428571",1
2230,"0,627906976744186","0,046511627906976744","0,32558139534883723","0,0","0,0",0
7516,"0,1388888888888889","0,08333333333333333","0,3055555555555556","0,3333333333333333","0,1388888888888889",3
7247,"0,9510357815442562","-6,938893903907228e-18","0,04896421845574389","0,0","0,0",0
